pente_pct,altitude_m,texture_sol,humidite_sol,distance_faille_km,couverture_vegetale,longitude,latitude,zone_id,stabilite_terrain,indice_geotech_labo
14.9816047538945,640.3045441316391,0.48849563265990537,42.206608114502004,6.767225047347592,0.7079926847032059,-6.258684700973999,34.42977119605108,427,Moyennement_stable,
38.02857225639664,845.5452773952919,0.4018871998907301,26.103518930886626,0.12008349825157756,0.2679651010343909,-6.548971031007699,34.86052871642675,344,MOY_STABLE,
29.279757672456203,622.5404104766233,0.15369104284420454,15.356170991725584,0.9881929280206377,0.20453899007631932,-6.202922505486973,34.56985862118539,507,moyennement stable,
23.946339367881464,522.7070025974544,0.5726072328820224,7.1130674545888795,10.581033909767989,0.5268505000658632,-5.6320152172956055,35.25246517692596,341,Moyennement_stable,
6.240745617697461,622.0135505458111,0.2770125243259788,34.04339405935402,,0.31098865337972764,-6.538226915630756,35.19335670419086,321,Moyennement_stable,
6.239780813448106,697.7936452265499,0.9213075122129755,9.852119920221366,,0.6160146304312535,-6.31491613274372,34.452765969945744,484,Stable,
2.3233444867279784,608.7948126586268,0.5831908042770976,17.111005130878688,11.044456061103178,0.15614480738681014,-5.681897751908683,35.40391253495714,425,MOY_STABLE,
34.647045830997406,607.3065044166988,0.5928401805081102,,3.2846690714056863,0.6394469941105894,-5.58255296833026,34.69849191954942,456,moyennement stable,
24.04460046972835,473.64149619478405,0.35492466087701,27.576663511189906,4.477372672861195,0.304966875197932,-6.008086066919493,34.91867249058925,484,Moyennement_stable,
28.322903111841818,480.67783484082935,0.05198935197770749,29.023327879485443,6.8486107998443595,0.050218640991061464,-5.692503359977756,35.20152048254689,364,Moyennement_stable,
0.8233797718320979,347.5310510760552,0.03174376537298862,11.650213213988025,10.586422187181087,0.16424245190675874,-6.09566218074864,34.915302544222705,420,Moyennement_stable,
,914.923813773649,,,11.305771767762021,0.8902538400515846,-6.392112781468634,34.929545363359935,268,Moyennement_stable,
33.29770563201687,376.1046176295687,0.08456537809723785,29.687769084678667,8.887780814929654,0.830619175203822,-6.082405658420221,34.47875359440289,508,Moyennement_stable,
,475.2770643967367,0.6068469555401391,,1.0851061422135937,0.2602481288326131,-5.846041833735914,34.881732259112006,423,Moyennement_stable,
7.272998688284025,470.68669219754446,0.8809730056396574,34.10524550798755,8.046392158641467,0.7505347140909421,-5.367530733591242,35.31781747186398,323,Moyennement_stable,
7.336180394137353,761.0863878499995,0.8829148165187222,41.90415028375831,4.953129476378312,0.5977144338565769,-6.510623762284719,35.49821160462392,211,moyennement stable,
12.169689718381509,546.909057907435,0.6590454101322324,35.48848233256708,5.674876943918186,0.9238142403048825,-5.940387678001551,34.89619656447604,251,Moyennement_stable,
20.990257265289515,824.5935730812721,0.211231831472931,28.668678755696018,0.6373232646248657,0.3862450935806532,-6.172404288326058,34.908302992254896,328,MOY_STABLE,
